lic_ticker,lic_name,calendar_year,month,year,month_year,eom_date,sp_gf,sp_mi,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
CDM,Cadence Capital Limited,2015,September,2016,Sep-15,30-Sep-15,,$1.49,$1.49,$1.37,$1.39,8.50%,7.10%,
CDM,Cadence Capital Limited,2015,October,2016,Oct-15,30-Oct-15,$1.48,$1.48,$1.48,$1.38,$1.38,7.00%,7.20%,
CDM,Cadence Capital Limited,2015,November,2016,Nov-15,30-Nov-15,$1.55,$1.55,$1.55,$1.35,$1.37,14.60%,13.50%,
CDM,Cadence Capital Limited,2015,December,2016,Dec-15,31-Dec-15,$1.54,$1.54,$1.54,$1.34,$1.37,14.40%,12.00%,
CDM,Cadence Capital Limited,2016,January,2016,Jan-16,29-Jan-16,$1.50,$1.50,$1.50,$1.27,$1.32,17.80%,13.40%,
CDM,Cadence Capital Limited,2016,February,2016,Feb-16,29-Feb-16,$1.44,$1.44,$1.44,$1.17,$1.25,22.90%,14.80%,
CDM,Cadence Capital Limited,2016,March,2016,Mar-16,31-Mar-16,$1.44,$1.44,$1.44,$1.16,$1.25,23.70%,15.40%,
CDM,Cadence Capital Limited,2016,April,2016,Apr-16,29-Apr-16,$1.30,$1.30,$1.30,$1.11,$1.20,16.80%,8.40%,
CDM,Cadence Capital Limited,2016,May,2016,May-16,31-May-16,$1.30,$1.30,$1.30,$1.16,$1.23,11.40%,4.90%,
CDM,Cadence Capital Limited,2016,June,2016,Jun-16,30-Jun-16,$1.22,$1.22,$1.22,$1.09,$1.18,11.50%,2.60%,
CDM,Cadence Capital Limited,2016,July,2017,Jul-16,29-Jul-16,$1.27,$1.28,$1.28,$1.14,$1.22,11.80%,4.40%,
CDM,Cadence Capital Limited,2016,August,2017,Aug-16,31-Aug-16,$1.27,$1.27,$1.27,$1.16,$1.24,9.20%,2.10%,
CDM,Cadence Capital Limited,2016,September,2017,Sep-16,30-Sep-16,$1.25,$1.25,$1.25,$1.16,$1.25,7.40%,0.30%,
CDM,Cadence Capital Limited,2016,October,2017,Oct-16,31-Oct-16,$1.20,$1.20,$1.20,$1.11,$1.20,7.70%,0.10%,
CDM,Cadence Capital Limited,2016,November,2017,Nov-16,30-Nov-16,$1.19,$1.19,$1.19,$1.13,$1.21,5.10%,-2.00%,
CDM,Cadence Capital Limited,2016,December,2017,Dec-16,30-Dec-16,$1.23,$1.23,$1.23,$1.16,$1.23,6.40%,-0.20%,
CDM,Cadence Capital Limited,2017,January,2017,Jan-17,31-Jan-17,$1.20,$1.20,$1.20,$1.14,$1.23,5.00%,-2.60%,
CDM,Cadence Capital Limited,2017,February,2017,Feb-17,28-Feb-17,$1.26,$1.27,$1.27,$1.16,$1.24,9.30%,2.30%,
CDM,Cadence Capital Limited,2017,March,2017,Mar-17,31-Mar-17,$1.31,$1.31,$1.31,$1.18,$1.25,11.00%,4.40%,
CDM,Cadence Capital Limited,2017,April,2017,Apr-17,28-Apr-17,$1.21,$1.21,$1.21,$1.16,$1.22,4.30%,-1.60%,
CDM,Cadence Capital Limited,2017,May,2017,May-17,31-May-17,$1.21,$1.21,$1.21,$1.15,$1.23,5.20%,-1.60%,
CDM,Cadence Capital Limited,2017,June,2017,Jun-17,30-Jun-17,$1.24,$1.24,$1.24,$1.16,$1.24,6.10%,-0.70%,
CDM,Cadence Capital Limited,2017,July,2018,Jul-17,31-Jul-17,$1.28,$1.28,$1.28,$1.17,$1.25,9.40%,2.80%,
CDM,Cadence Capital Limited,2017,August,2018,Aug-17,31-Aug-17,$1.31,$1.31,$1.31,$1.19,$1.27,9.70%,3.60%,
CDM,Cadence Capital Limited,2017,September,2018,Sep-17,29-Sep-17,$1.30,$1.30,$1.30,$1.16,$1.23,12.30%,5.90%,
CDM,Cadence Capital Limited,2017,October,2018,Oct-17,31-Oct-17,,$1.28,$1.28,$1.22,$1.27,4.30%,0.10%,
CDM,Cadence Capital Limited,2017,November,2018,Nov-17,30-Nov-17,$1.30,$1.30,$1.30,$1.27,$1.31,2.20%,-0.80%,
CDM,Cadence Capital Limited,2017,December,2018,Dec-17,29-Dec-17,$1.35,$1.35,$1.35,$1.27,$1.31,6.00%,2.90%,
CDM,Cadence Capital Limited,2018,January,2018,Jan-18,31-Jan-18,$1.31,$1.31,$1.31,$1.25,$1.29,4.50%,0.90%,
CDM,Cadence Capital Limited,2018,February,2018,Feb-18,28-Feb-18,$1.33,$1.33,$1.33,$1.24,$1.30,6.90%,2.40%,
CDM,Cadence Capital Limited,2018,March,2018,Mar-18,29-Mar-18,$1.32,$1.32,$1.32,$1.21,$1.28,8.70%,3.20%,
CDM,Cadence Capital Limited,2018,April,2018,Apr-18,30-Apr-18,$1.28,$1.28,$1.28,$1.22,$1.27,5.30%,0.90%,
CDM,Cadence Capital Limited,2018,May,2018,May-18,31-May-18,$1.27,$1.28,$1.28,$1.24,$1.29,3.20%,-0.90%,
CDM,Cadence Capital Limited,2018,June,2018,Jun-18,29-Jun-18,$1.25,$1.25,$1.25,$1.25,$1.30,-0.10%,-3.70%,
CDM,Cadence Capital Limited,2018,July,2019,Jul-18,31-Jul-18,$1.31,$1.31,$1.31,$1.24,$1.30,5.70%,0.70%,
CDM,Cadence Capital Limited,2018,August,2019,Aug-18,31-Aug-18,$1.29,$1.29,$1.29,$1.20,$1.27,7.40%,1.30%,
CDM,Cadence Capital Limited,2018,September,2019,Sep-18,28-Sep-18,$1.21,$1.21,$1.21,$1.16,$1.23,4.10%,-2.20%,
CDM,Cadence Capital Limited,2018,October,2019,Oct-18,31-Oct-18,$1.08,$1.08,$1.08,$1.04,$1.15,3.60%,-6.20%,
CDM,Cadence Capital Limited,2018,November,2019,Nov-18,30-Nov-18,$0.99,$0.99,$0.99,$1.00,$1.12,-1.10%,-11.80%,
CDM,Cadence Capital Limited,2018,December,2019,Dec-18,31-Dec-18,$0.89,$0.89,$0.89,$0.93,$1.08,-5.20%,-17.80%,
CDM,Cadence Capital Limited,2019,January,2019,Jan-19,31-Jan-19,$0.84,$0.84,$0.84,$0.94,$1.08,-10.70%,-22.20%,
CDM,Cadence Capital Limited,2019,February,2019,Feb-19,28-Feb-19,$0.89,$0.89,$0.89,$0.97,$1.10,-8.50%,-19.30%,
CDM,Cadence Capital Limited,2019,March,2019,Mar-19,29-Mar-19,$0.91,$0.91,$0.91,$0.95,$1.09,-4.30%,-16.40%,
CDM,Cadence Capital Limited,2019,April,2019,Apr-19,30-Apr-19,$0.85,$0.85,$0.85,$0.96,$1.09,-11.80%,-22.30%,
CDM,Cadence Capital Limited,2019,May,2019,May-19,31-May-19,$0.83,$0.83,$0.83,$0.94,$1.08,-12.30%,-23.30%,
CDM,Cadence Capital Limited,2019,June,2019,Jun-19,28-Jun-19,$0.75,$0.75,$0.75,$0.89,$1.04,-16.10%,-28.00%,
CDM,Cadence Capital Limited,2019,July,2020,Jul-19,31-Jul-19,$0.79,$0.79,$0.79,$0.92,$1.06,-14.40%,-25.90%,
CDM,Cadence Capital Limited,2019,August,2020,Aug-19,30-Aug-19,$0.75,$0.75,$0.75,$0.91,$1.05,-17.90%,-29.30%,
CDM,Cadence Capital Limited,2019,September,2020,Sep-19,30-Sep-19,$0.81,$0.81,$0.81,$0.90,$1.05,-9.50%,-22.70%,
CDM,Cadence Capital Limited,2019,October,2020,Oct-19,31-Oct-19,$0.74,$0.74,$0.74,$0.86,$1.02,-14.40%,-27.60%,
CDM,Cadence Capital Limited,2019,November,2020,Nov-19,29-Nov-19,$0.74,$0.74,$0.74,$0.88,$1.03,-15.70%,-28.30%,
CDM,Cadence Capital Limited,2019,December,2020,Dec-19,31-Dec-19,$0.75,$0.75,$0.75,$0.89,$1.04,-16.60%,-28.60%,
CDM,Cadence Capital Limited,2020,January,2020,Jan-20,31-Jan-20,$0.76,$0.76,$0.76,$0.88,$1.04,-14.30%,-27.00%,
CDM,Cadence Capital Limited,2020,February,2020,Feb-20,28-Feb-20,$0.63,$0.63,$0.63,$0.82,$1.00,-23.90%,-37.20%,
CDM,Cadence Capital Limited,2020,March,2020,Mar-20,31-Mar-20,$0.49,$0.49,$0.49,$0.66,$0.88,-25.20%,-44.40%,
CDM,Cadence Capital Limited,2020,April,2020,Apr-20,30-Apr-20,$0.55,$0.55,$0.55,$0.72,$0.92,-23.30%,-40.10%,
CDM,Cadence Capital Limited,2020,May,2020,May-20,29-May-20,$0.60,$0.60,$0.60,$0.80,$0.98,-25.90%,-39.20%,
CDM,Cadence Capital Limited,2020,June,2020,Jun-20,30-Jun-20,$0.61,$0.61,$0.61,$0.80,$0.98,-24.80%,-38.30%,
CDM,Cadence Capital Limited,2020,July,2021,Jul-20,30-Jul-20,$0.66,$0.66,$0.66,$0.84,$1.00,-21.10%,-34.30%,
CDM,Cadence Capital Limited,2020,August,2021,Aug-20,31-Aug-20,$0.72,$0.72,$0.72,$0.90,$1.06,-20.90%,-32.70%,
CDM,Cadence Capital Limited,2020,September,2021,Sep-20,30-Sep-20,$0.74,$0.74,$0.74,$0.90,$1.06,-17.30%,-30.00%,
CDM,Cadence Capital Limited,2020,October,2021,Oct-20,30-Oct-20,$0.79,$0.79,$0.79,$0.90,$1.05,-12.60%,-25.50%,
CDM,Cadence Capital Limited,2020,November,2021,Nov-20,30-Nov-20,$0.85,$0.85,$0.85,$0.98,$1.11,-12.80%,-23.40%,
CDM,Cadence Capital Limited,2020,December,2021,Dec-20,31-Dec-20,$0.87,$0.87,$0.87,$1.00,$1.13,-13.20%,-22.90%,
CDM,Cadence Capital Limited,2021,January,2021,Jan-21,29-Jan-21,$0.86,$0.86,$0.86,$1.03,$1.15,-17.30%,-25.70%,
CDM,Cadence Capital Limited,2021,February,2021,Feb-21,26-Feb-21,$0.91,$0.91,$0.91,$1.06,$1.17,-14.20%,-22.20%,
CDM,Cadence Capital Limited,2021,March,2021,Mar-21,31-Mar-21,$1.06,$1.06,$1.06,$1.05,$1.16,0.50%,-9.40%,
CDM,Cadence Capital Limited,2021,April,2021,Apr-21,30-Apr-21,$1.13,$1.13,$1.13,$1.08,$1.18,4.90%,-4.00%,
CDM,Cadence Capital Limited,2021,May,2021,May-21,31-May-21,$1.13,$1.13,$1.13,$1.07,$1.17,4.80%,-4.20%,
CDM,Cadence Capital Limited,2021,June,2021,Jun-21,30-Jun-21,$1.07,$1.07,$1.07,$1.11,$1.20,-3.60%,-10.80%,
CDM,Cadence Capital Limited,2021,July,2022,Jul-21,30-Jul-21,$1.12,$1.12,$1.12,$1.10,$1.19,1.30%,-6.60%,
CDM,Cadence Capital Limited,2021,August,2022,Aug-21,31-Aug-21,$1.22,$1.22,$1.22,$1.16,$1.25,5.00%,-2.00%,
CDM,Cadence Capital Limited,2021,September,2022,Sep-21,30-Sep-21,$1.13,$1.13,$1.13,$1.27,$1.32,-11.30%,-15.00%,
CDM,Cadence Capital Limited,2021,October,2022,Oct-21,29-Oct-21,$1.07,$1.07,$1.07,$1.21,$1.27,-11.60%,-16.40%,
CDM,Cadence Capital Limited,2021,November,2022,Nov-21,30-Nov-21,$1.01,$1.01,$1.01,$1.18,$1.26,-14.50%,-19.70%,
CDM,Cadence Capital Limited,2021,December,2022,Dec-21,31-Dec-21,$1.00,$1.00,$1.00,$1.16,$1.25,-14.10%,-20.10%,
CDM,Cadence Capital Limited,2022,January,2022,Jan-22,31-Jan-22,$1.02,$1.02,$1.02,$1.10,$1.20,-6.80%,-15.10%,
CDM,Cadence Capital Limited,2022,February,2022,Feb-22,28-Feb-22,$1.00,$1.00,$1.00,$1.09,$1.20,-7.80%,-16.40%,
CDM,Cadence Capital Limited,2022,March,2022,Mar-22,31-Mar-22,$1.00,$1.01,$1.01,$1.10,$1.20,-9.00%,-16.30%,
CDM,Cadence Capital Limited,2022,April,2022,Apr-22,29-Apr-22,$0.98,$0.98,$0.98,$1.09,$1.19,-10.60%,-18.00%,
CDM,Cadence Capital Limited,2022,May,2022,May-22,31-May-22,$0.93,$0.93,$0.93,$1.07,$1.19,-13.20%,-21.60%,
CDM,Cadence Capital Limited,2022,June,2022,Jun-22,30-Jun-22,$0.85,$0.85,$0.85,$0.97,$1.11,-12.60%,-24.10%,
CDM,Cadence Capital Limited,2022,July,2023,Jul-22,29-Jul-22,$0.93,$0.93,$0.93,$0.99,$1.13,-6.20%,-17.80%,
CDM,Cadence Capital Limited,2022,August,2023,Aug-22,31-Aug-22,$0.95,$0.95,$0.95,$1.02,$1.15,-6.90%,-17.50%,
CDM,Cadence Capital Limited,2022,September,2023,Sep-22,30-Sep-22,$0.96,$0.96,$0.96,$1.03,$1.16,-6.30%,-17.10%,
CDM,Cadence Capital Limited,2022,October,2023,Oct-22,31-Oct-22,$0.92,$0.92,$0.92,$1.01,$1.14,-9.00%,-19.40%,
CDM,Cadence Capital Limited,2022,November,2023,Nov-22,30-Nov-22,$0.94,$0.94,$0.94,$0.99,$1.13,-5.30%,-16.60%,
CDM,Cadence Capital Limited,2022,December,2023,Dec-22,30-Dec-22,$0.90,$0.90,$0.90,$0.96,$1.11,-6.60%,-18.80%,
CDM,Cadence Capital Limited,2023,January,2023,Jan-23,31-Jan-23,$0.94,$0.94,$0.94,$1.02,$1.15,-8.00%,-18.30%,
CDM,Cadence Capital Limited,2023,February,2023,Feb-23,28-Feb-23,$0.90,$0.90,$0.90,$0.93,$1.09,-3.30%,-17.20%,
CDM,Cadence Capital Limited,2023,March,2023,Mar-23,31-Mar-23,$0.92,$0.92,$0.92,$0.90,$1.07,1.90%,-14.10%,
CDM,Cadence Capital Limited,2023,April,2023,Apr-23,28-Apr-23,$0.85,$0.85,$0.85,$0.85,$1.02,0.60%,-16.40%,
CDM,Cadence Capital Limited,2023,May,2023,May-23,31-May-23,$0.75,$0.75,$0.75,$0.82,$1.00,-8.80%,-25.30%,
CDM,Cadence Capital Limited,2023,June,2023,Jun-23,30-Jun-23,$0.75,$0.75,$0.75,$0.83,$1.01,-9.90%,-25.60%,
CDM,Cadence Capital Limited,2023,July,2024,Jul-23,31-Jul-23,$0.80,$0.80,$0.80,$0.85,$1.02,-6.30%,-21.90%,
CDM,Cadence Capital Limited,2023,August,2024,Aug-23,31-Aug-23,$0.76,$0.76,$0.76,$0.81,$1.00,-6.50%,-24.20%,
WAX,WAM Research Limited,2014,January,2014,Jan-14,31-Jan-14,$1.12,$1.12,$1.12,$1.10,$1.07,1.70%,4.10%,
WAX,WAM Research Limited,2014,February,2014,Feb-14,28-Feb-14,$1.17,$1.17,$1.17,$1.10,$1.09,6.00%,7.40%,
WAX,WAM Research Limited,2014,March,2014,Mar-14,31-Mar-14,$1.19,$1.19,$1.19,$1.12,$1.10,6.20%,8.00%,
WAX,WAM Research Limited,2014,April,2014,Apr-14,30-Apr-14,$1.16,$1.16,$1.16,$1.07,$1.06,7.90%,9.00%,
WAX,WAM Research Limited,2014,May,2014,May-14,30-May-14,$1.13,$1.13,$1.13,$1.08,$1.06,4.60%,6.60%,
WAX,WAM Research Limited,2014,June,2014,Jun-14,30-Jun-14,$1.12,$1.12,$1.12,$1.07,$1.06,4.70%,5.70%,
WAX,WAM Research Limited,2014,July,2015,Jul-14,31-Jul-14,$1.15,$1.15,$1.15,$1.08,$1.07,6.00%,7.00%,
WAX,WAM Research Limited,2014,August,2015,Aug-14,29-Aug-14,$1.18,$1.18,$1.18,$1.14,$1.11,3.10%,5.90%,
WAX,WAM Research Limited,2014,September,2015,Sep-14,30-Sep-14,$1.17,$1.17,$1.17,$1.13,$1.11,3.50%,5.40%,
WAX,WAM Research Limited,2014,October,2015,Oct-14,31-Oct-14,$1.16,$1.16,$1.16,$1.09,$1.09,6.40%,6.40%,
WAX,WAM Research Limited,2014,November,2015,Nov-14,28-Nov-14,$1.13,$1.13,$1.13,$1.09,$1.09,3.70%,3.70%,
WAX,WAM Research Limited,2014,December,2015,Dec-14,31-Dec-14,$1.16,$1.16,$1.16,$1.10,$1.09,5.50%,6.40%,
WAX,WAM Research Limited,2015,January,2015,Jan-15,30-Jan-15,$1.20,$1.20,$1.20,$1.11,$1.11,7.70%,7.70%,
WAX,WAM Research Limited,2015,February,2015,Feb-15,27-Feb-15,$1.23,$1.23,$1.23,$1.18,$1.15,3.80%,6.50%,
WAX,WAM Research Limited,2015,March,2015,Mar-15,31-Mar-15,$1.23,$1.23,$1.23,$1.20,$1.17,2.50%,5.10%,
WAX,WAM Research Limited,2015,April,2015,Apr-15,30-Apr-15,$1.21,$1.21,$1.21,$1.20,$1.17,0.80%,3.40%,
WAX,WAM Research Limited,2015,May,2015,May-15,29-May-15,$1.19,$1.19,$1.19,$1.18,$1.15,0.80%,3.50%,
WAX,WAM Research Limited,2015,June,2015,Jun-15,30-Jun-15,$1.16,$1.16,$1.16,$1.14,$1.12,1.80%,3.60%,
WAX,WAM Research Limited,2015,July,2016,Jul-15,31-Jul-15,$1.18,$1.18,$1.18,$1.18,$1.16,0.00%,1.70%,
WAX,WAM Research Limited,2015,August,2016,Aug-15,31-Aug-15,$1.25,$1.25,$1.25,$1.15,$1.15,8.70%,8.70%,
WAX,WAM Research Limited,2015,September,2016,Sep-15,30-Sep-15,$1.25,$1.26,$1.26,$1.18,$1.17,6.40%,7.30%,
WAX,WAM Research Limited,2015,October,2016,Oct-15,30-Oct-15,$1.22,$1.22,$1.22,$1.17,$1.16,3.80%,4.70%,
WAX,WAM Research Limited,2015,November,2016,Nov-15,30-Nov-15,$1.26,$1.27,$1.27,$1.19,$1.17,6.30%,8.10%,
WAX,WAM Research Limited,2015,December,2016,Dec-15,31-Dec-15,$1.29,$1.29,$1.29,$1.23,$1.20,4.90%,7.50%,
WAX,WAM Research Limited,2016,January,2016,Jan-16,29-Jan-16,$1.35,$1.35,$1.35,$1.21,$1.19,11.60%,13.40%,
WAX,WAM Research Limited,2016,February,2016,Feb-16,29-Feb-16,$1.37,$1.37,$1.37,$1.17,$1.16,17.10%,18.10%,
WAX,WAM Research Limited,2016,March,2016,Mar-16,31-Mar-16,$1.33,$1.33,$1.33,$1.20,$1.19,10.80%,11.80%,
WAX,WAM Research Limited,2016,April,2016,Apr-16,29-Apr-16,$1.32,$1.32,$1.32,$1.16,$1.15,13.80%,14.80%,
WAX,WAM Research Limited,2016,May,2016,May-16,31-May-16,$1.34,$1.34,$1.34,$1.22,$1.19,9.40%,12.20%,
WAX,WAM Research Limited,2016,June,2016,Jun-16,30-Jun-16,$1.35,$1.35,$1.35,$1.22,$1.19,10.70%,13.40%,
WAX,WAM Research Limited,2016,July,2017,Jul-16,29-Jul-16,$1.43,$1.43,$1.43,$1.26,$1.24,13.50%,15.30%,
WAX,WAM Research Limited,2016,August,2017,Aug-16,31-Aug-16,$1.52,$1.52,$1.52,$1.34,$1.29,13.40%,17.80%,
WAX,WAM Research Limited,2016,September,2017,Sep-16,30-Sep-16,$1.58,$1.58,$1.58,$1.37,$1.32,15.30%,19.70%,
WAX,WAM Research Limited,2016,October,2017,Oct-16,31-Oct-16,$1.47,$1.47,$1.47,$1.29,$1.26,14.00%,16.70%,
WAX,WAM Research Limited,2016,November,2017,Nov-16,30-Nov-16,$1.54,$1.54,$1.54,$1.27,$1.25,21.30%,23.20%,
WAX,WAM Research Limited,2016,December,2017,Dec-16,30-Dec-16,$1.56,$1.56,$1.56,$1.29,$1.26,20.50%,23.40%,
WAX,WAM Research Limited,2017,January,2017,Jan-17,31-Jan-17,$1.54,$1.54,$1.54,$1.28,$1.26,19.90%,21.80%,
WAX,WAM Research Limited,2017,February,2017,Feb-17,28-Feb-17,$1.59,$1.59,$1.59,$1.26,$1.24,26.20%,28.20%,
WAX,WAM Research Limited,2017,March,2017,Mar-17,31-Mar-17,$1.59,$1.59,$1.59,$1.28,$1.26,24.20%,26.20%,
WAX,WAM Research Limited,2017,April,2017,Apr-17,28-Apr-17,$1.52,$1.52,$1.52,$1.22,$1.20,24.60%,26.70%,
WAX,WAM Research Limited,2017,May,2017,May-17,31-May-17,$1.42,$1.42,$1.42,$1.20,$1.20,17.90%,17.90%,
WAX,WAM Research Limited,2017,June,2017,Jun-17,30-Jun-17,$1.51,$1.51,$1.51,$1.23,$1.22,22.40%,23.40%,
WAX,WAM Research Limited,2017,July,2018,Jul-17,31-Jul-17,$1.60,$1.60,$1.60,$1.22,$1.22,30.70%,30.70%,
WAX,WAM Research Limited,2017,August,2018,Aug-17,31-Aug-17,$1.60,$1.60,$1.60,$1.23,$1.23,30.10%,30.10%,
WAX,WAM Research Limited,2017,September,2018,Sep-17,29-Sep-17,$1.62,$1.62,$1.62,$1.24,$1.23,30.60%,31.70%,
WAX,WAM Research Limited,2017,October,2018,Oct-17,31-Oct-17,$1.59,$1.59,$1.59,$1.24,$1.22,27.80%,29.90%,
WAX,WAM Research Limited,2017,November,2018,Nov-17,30-Nov-17,$1.51,$1.51,$1.51,$1.27,$1.25,18.90%,20.80%,
WAX,WAM Research Limited,2017,December,2018,Dec-17,29-Dec-17,$1.53,$1.53,$1.53,$1.28,$1.26,19.50%,21.40%,
WAX,WAM Research Limited,2018,January,2018,Jan-18,31-Jan-18,$1.51,$1.51,$1.51,$1.30,$1.27,15.80%,18.50%,
WAX,WAM Research Limited,2018,February,2018,Feb-18,28-Feb-18,$1.58,$1.58,$1.58,$1.29,$1.26,22.50%,25.40%,
WAX,WAM Research Limited,2018,March,2018,Mar-18,29-Mar-18,$1.56,$1.56,$1.56,$1.27,$1.25,22.80%,24.80%,
WAX,WAM Research Limited,2018,April,2018,Apr-18,30-Apr-18,$1.52,$1.52,$1.52,$1.24,$1.22,22.60%,24.60%,
WAX,WAM Research Limited,2018,May,2018,May-18,31-May-18,$1.50,$1.50,$1.50,$1.27,$1.23,17.70%,21.50%,
WAX,WAM Research Limited,2018,June,2018,Jun-18,29-Jun-18,$1.51,$1.51,$1.51,$1.28,$1.25,18.00%,20.80%,
WAX,WAM Research Limited,2018,July,2019,Jul-18,31-Jul-18,$1.57,$1.57,$1.57,$1.29,$1.25,21.70%,25.60%,
WAX,WAM Research Limited,2018,August,2019,Aug-18,31-Aug-18,$1.68,$1.68,$1.68,$1.32,$1.27,27.30%,32.30%,
WAX,WAM Research Limited,2018,September,2019,Sep-18,28-Sep-18,$1.70,$1.70,$1.70,$1.33,$1.28,27.40%,32.40%,
WAX,WAM Research Limited,2018,October,2019,Oct-18,31-Oct-18,$1.49,$1.49,$1.49,$1.17,$1.16,26.90%,28.00%,
WAX,WAM Research Limited,2018,November,2019,Nov-18,30-Nov-18,$1.39,$1.39,$1.39,$1.15,$1.14,20.90%,21.90%,
WAX,WAM Research Limited,2018,December,2019,Dec-18,31-Dec-18,$1.46,$1.46,$1.46,$1.09,$1.10,33.90%,32.70%,
WAX,WAM Research Limited,2019,January,2019,Jan-19,31-Jan-19,$1.39,$1.39,$1.39,$1.11,$1.12,25.20%,24.10%,
WAX,WAM Research Limited,2019,February,2019,Feb-19,28-Feb-19,$1.40,$1.40,$1.40,$1.15,$1.15,21.70%,21.70%,
WAX,WAM Research Limited,2019,March,2019,Mar-19,29-Mar-19,$1.43,$1.43,$1.43,$1.16,$1.16,23.30%,23.30%,
WAX,WAM Research Limited,2019,April,2019,Apr-19,30-Apr-19,$1.30,$1.30,$1.30,$1.17,$1.15,11.10%,13.00%,
WAX,WAM Research Limited,2019,May,2019,May-19,31-May-19,$1.35,$1.35,$1.35,$1.19,$1.17,13.40%,15.40%,
WAX,WAM Research Limited,2019,June,2019,Jun-19,28-Jun-19,$1.33,$1.33,$1.33,$1.18,$1.16,12.30%,14.20%,
WAX,WAM Research Limited,2019,July,2020,Jul-19,31-Jul-19,$1.42,$1.42,$1.42,$1.21,$1.20,17.40%,18.30%,
WAX,WAM Research Limited,2019,August,2020,Aug-19,30-Aug-19,$1.40,$1.40,$1.40,$1.20,$1.19,16.70%,17.60%,
WAX,WAM Research Limited,2019,September,2020,Sep-19,30-Sep-19,$1.49,$1.49,$1.49,$1.24,$1.22,20.20%,22.10%,
WAX,WAM Research Limited,2019,October,2020,Oct-19,31-Oct-19,$1.42,$1.42,$1.42,$1.20,$1.18,17.90%,19.90%,
WAX,WAM Research Limited,2019,November,2020,Nov-19,29-Nov-19,$1.45,$1.45,$1.45,$1.20,$1.18,20.40%,22.50%,
WAX,WAM Research Limited,2019,December,2020,Dec-19,31-Dec-19,$1.49,$1.49,$1.49,$1.18,$1.17,26.30%,27.40%,
WAX,WAM Research Limited,2020,January,2020,Jan-20,31-Jan-20,$1.46,$1.46,$1.46,$1.21,$1.20,20.70%,21.70%,
WAX,WAM Research Limited,2020,February,2020,Feb-20,28-Feb-20,$1.41,$1.41,$1.41,$1.13,$1.14,24.30%,23.20%,
WAX,WAM Research Limited,2020,March,2020,Mar-20,31-Mar-20,$1.21,$1.21,$1.21,$0.87,$0.97,39.10%,24.70%,
WAX,WAM Research Limited,2020,April,2020,Apr-20,30-Apr-20,$1.22,$1.22,$1.22,$0.94,$0.99,29.80%,23.20%,
WAX,WAM Research Limited,2020,May,2020,May-20,29-May-20,$1.38,$1.38,$1.38,$1.00,$1.03,37.50%,33.50%,
WAX,WAM Research Limited,2020,June,2020,Jun-20,30-Jun-20,$1.32,$1.32,$1.32,$0.99,$1.03,33.30%,28.20%,
WAX,WAM Research Limited,2020,July,2021,Jul-20,30-Jul-20,$1.36,$1.36,$1.36,$0.99,$1.04,37.40%,30.80%,
WAX,WAM Research Limited,2020,August,2021,Aug-20,31-Aug-20,$1.49,$1.49,$1.49,$1.09,$1.11,36.20%,33.80%,
WAX,WAM Research Limited,2020,September,2021,Sep-20,30-Sep-20,$1.52,$1.52,$1.52,$1.07,$1.11,41.60%,36.50%,
WAX,WAM Research Limited,2020,October,2021,Oct-20,30-Oct-20,$1.42,$1.42,$1.42,$1.04,$1.07,36.10%,32.20%,
WAX,WAM Research Limited,2020,November,2021,Nov-20,30-Nov-20,$1.51,$1.51,$1.51,$1.13,$1.13,33.60%,33.60%,
WAX,WAM Research Limited,2020,December,2021,Dec-20,31-Dec-20,$1.56,$1.56,$1.56,$1.14,$1.14,36.80%,36.80%,
WAX,WAM Research Limited,2021,January,2021,Jan-21,29-Jan-21,$1.64,$1.64,$1.64,$1.14,$1.15,43.90%,42.60%,
WAX,WAM Research Limited,2021,February,2021,Feb-21,26-Feb-21,$1.65,$1.65,$1.65,$1.19,$1.18,38.70%,39.80%,
WAX,WAM Research Limited,2021,March,2021,Mar-21,31-Mar-21,$1.78,$1.78,$1.78,$1.21,$1.19,47.10%,49.60%,
WAX,WAM Research Limited,2021,April,2021,Apr-21,30-Apr-21,$1.68,$1.68,$1.68,$1.21,$1.18,38.80%,42.40%,
WAX,WAM Research Limited,2021,May,2021,May-21,31-May-21,$1.63,$1.63,$1.63,$1.21,$1.18,34.30%,37.70%,
WAX,WAM Research Limited,2021,June,2021,Jun-21,30-Jun-21,$1.65,$1.65,$1.65,$1.22,$1.20,34.80%,37.10%,
WAX,WAM Research Limited,2021,July,2022,Jul-21,30-Jul-21,$1.65,$1.65,$1.65,$1.20,$1.21,37.50%,36.40%,
WAX,WAM Research Limited,2021,August,2022,Aug-21,31-Aug-21,$1.72,$1.72,$1.72,$1.26,$1.25,36.50%,37.60%,
WAX,WAM Research Limited,2021,September,2022,Sep-21,30-Sep-21,$1.77,$1.77,$1.77,$1.27,$1.26,39.00%,40.10%,
WAX,WAM Research Limited,2021,October,2022,Oct-21,29-Oct-21,$1.69,$1.69,$1.69,$1.21,$1.20,39.30%,40.40%,
WAX,WAM Research Limited,2021,November,2022,Nov-21,30-Nov-21,$1.63,$1.63,$1.63,$1.20,$1.19,35.80%,37.00%,
WAX,WAM Research Limited,2021,December,2022,Dec-21,31-Dec-21,$1.63,$1.63,$1.63,$1.22,$1.22,33.60%,33.60%,
