lic_ticker,lic_name,month_year,year,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
AMH,AMCIL Limited,Sep-14,2015,0.9,0.87,0.81,3.45,11.11,
AMH,AMCIL Limited,Oct-14,2015,0.91,0.89,0.83,2.25,9.64,
AMH,AMCIL Limited,Nov-14,2015,0.88,0.86,0.81,1.74,8.02,
AMH,AMCIL Limited,Dec-14,2015,0.89,0.87,0.82,1.72,7.93,
AMH,AMCIL Limited,Jan-15,2015,0.88,0.88,0.83,0,6.02,
AMH,AMCIL Limited,Feb-15,2015,0.88,0.95,0.88,-7.37,0,
AMH,AMCIL Limited,Mar-15,2015,0.91,0.96,0.88,-5.73,2.84,
AMH,AMCIL Limited,Apr-15,2015,0.91,0.95,0.88,-4.21,3.41,
AMH,AMCIL Limited,May-15,2015,0.92,0.96,0.89,-4.69,2.81,
AMH,AMCIL Limited,Jun-15,2015,0.9,0.91,0.85,-1.1,5.88,
AMH,AMCIL Limited,Jul-15,2016,0.94,0.95,0.88,-1.05,6.82,
AMH,AMCIL Limited,Aug-15,2016,0.83,0.86,0.81,-3.49,2.47,
AMH,AMCIL Limited,Sep-15,2016,0.82,0.87,0.82,-6.32,-0.61,
AMH,AMCIL Limited,Oct-15,2016,0.86,0.9,0.84,-5,1.79,
AMH,AMCIL Limited,Nov-15,2016,0.86,0.92,0.85,-6.52,1.18,
AMH,AMCIL Limited,Dec-15,2016,0.9,0.93,0.86,-3.76,4.07,
AMH,AMCIL Limited,Jan-16,2016,0.86,0.89,0.83,-3.93,3.01,
AMH,AMCIL Limited,Feb-16,2016,0.86,0.87,0.82,-1.15,4.88,
AMH,AMCIL Limited,Mar-16,2016,0.89,0.9,0.84,-1.11,5.95,
AMH,AMCIL Limited,Apr-16,2016,0.91,0.92,0.86,-1.09,5.81,
AMH,AMCIL Limited,May-16,2016,0.94,0.96,0.89,-2.08,5.62,
AMH,AMCIL Limited,Jun-16,2016,0.96,0.93,0.87,3.23,10.34,
AMH,AMCIL Limited,Jul-16,2017,1.01,0.98,0.9,3.06,12.22,
AMH,AMCIL Limited,Aug-16,2017,0.95,0.94,0.87,1.06,9.2,
AMH,AMCIL Limited,Sep-16,2017,1,0.94,0.87,6.38,14.94,
AMH,AMCIL Limited,Oct-16,2017,0.95,0.9,0.84,5,12.5,
AMH,AMCIL Limited,Nov-16,2017,0.94,0.91,0.85,3.3,10.59,
AMH,AMCIL Limited,Dec-16,2017,0.94,0.93,0.87,1.08,8.05,
AMH,AMCIL Limited,Jan-17,2017,0.94,0.92,0.86,2.17,9.3,
AMH,AMCIL Limited,Feb-17,2017,0.91,0.91,0.85,0,7.06,
AMH,AMCIL Limited,Mar-17,2017,0.91,0.94,0.88,-3.72,2.84,
AMH,AMCIL Limited,Apr-17,2017,0.9,0.95,0.88,-5.26,2.27,
AMH,AMCIL Limited,May-17,2017,0.89,0.94,0.88,-5.32,1.14,
AMH,AMCIL Limited,Jun-17,2017,0.92,0.95,0.89,-3.68,2.81,
AMH,AMCIL Limited,Jul-17,2018,0.94,0.94,0.88,-0.53,6.25,
AMH,AMCIL Limited,Aug-17,2018,0.87,0.89,0.84,-2.25,3.57,
AMH,AMCIL Limited,Sep-17,2018,0.87,0.9,0.85,-3.33,2.35,
AMH,AMCIL Limited,Oct-17,2018,0.88,0.93,0.86,-5.38,2.33,
AMH,AMCIL Limited,Nov-17,2018,0.88,0.95,0.87,-7.37,1.15,
AMH,AMCIL Limited,Dec-17,2018,0.89,0.97,0.89,-8.25,0,
AMH,AMCIL Limited,Jan-18,2018,0.91,0.96,0.89,-5.21,2.25,
AMH,AMCIL Limited,Feb-18,2018,0.91,0.97,0.89,-6.19,2.25,
AMH,AMCIL Limited,Mar-18,2018,0.9,0.94,0.88,-4.79,1.7,
AMH,AMCIL Limited,Apr-18,2018,0.9,0.97,0.9,-7.22,0,
AMH,AMCIL Limited,May-18,2018,0.92,0.99,0.91,-7.07,1.1,
AMH,AMCIL Limited,Jun-18,2018,0.96,1.02,0.94,-5.88,2.13,
AMH,AMCIL Limited,Jul-18,2019,0.98,1.02,0.94,-4.41,3.72,
AMH,AMCIL Limited,Aug-18,2019,0.91,1.01,0.92,-9.9,-1.09,
AMH,AMCIL Limited,Sep-18,2019,0.93,0.99,0.91,-6.06,2.2,
AMH,AMCIL Limited,Oct-18,2019,0.87,0.92,0.86,-5.98,0.58,
AMH,AMCIL Limited,Nov-18,2019,0.86,0.9,0.85,-5,0.59,
AMH,AMCIL Limited,Dec-18,2019,0.86,0.88,0.84,-2.84,1.79,
AMH,AMCIL Limited,Jan-19,2019,0.86,0.87,0.82,-1.15,4.88,
AMH,AMCIL Limited,Feb-19,2019,0.84,0.91,0.85,-8.24,-1.76,
AMH,AMCIL Limited,Mar-19,2019,0.84,0.92,0.86,-8.7,-2.33,
AMH,AMCIL Limited,Apr-19,2019,0.85,0.95,0.88,-10.53,-3.41,
AMH,AMCIL Limited,May-19,2019,0.88,0.95,0.89,-7.89,-1.69,
AMH,AMCIL Limited,Jun-19,2019,0.88,0.98,0.9,-10.71,-2.78,
AMH,AMCIL Limited,Jul-19,2020,0.94,1.01,0.92,-7.43,1.63,
AMH,AMCIL Limited,Aug-19,2020,0.87,0.95,0.88,-8.42,-1.14,
AMH,AMCIL Limited,Sep-19,2020,0.88,0.97,0.89,-9.28,-1.12,
AMH,AMCIL Limited,Oct-19,2020,0.92,0.98,0.9,-6.12,2.22,
AMH,AMCIL Limited,Nov-19,2020,0.94,1.04,0.94,-10.1,-0.53,
AMH,AMCIL Limited,Dec-19,2020,0.97,1.02,0.93,-5.39,3.76,
AMH,AMCIL Limited,Jan-20,2020,0.99,1.08,0.97,-8.33,2.06,
AMH,AMCIL Limited,Feb-20,2020,0.92,1,0.92,-8,0,
AMH,AMCIL Limited,Mar-20,2020,0.81,0.83,0.79,-2.41,2.53,
AMH,AMCIL Limited,Apr-20,2020,0.84,0.91,0.85,-8.24,-1.76,
AMH,AMCIL Limited,May-20,2020,0.89,0.97,0.89,-8.25,0,
AMH,AMCIL Limited,Jun-20,2020,0.94,1,0.92,-6.5,1.63,
AMH,AMCIL Limited,Jul-20,2021,0.95,1.02,0.93,-6.86,2.15,
AMH,AMCIL Limited,Aug-20,2021,0.99,1.05,0.95,-5.71,4.21,
AMH,AMCIL Limited,Sep-20,2021,0.97,1.04,0.94,-6.73,3.19,
AMH,AMCIL Limited,Oct-20,2021,0.97,1.06,0.96,-8.96,0.52,
AMH,AMCIL Limited,Nov-20,2021,1.05,1.13,1.01,-7.52,3.47,
AMH,AMCIL Limited,Dec-20,2021,1.09,1.15,1.02,-5.65,6.37,
AMH,AMCIL Limited,Jan-21,2021,1.07,1.15,1.02,-6.96,4.9,
AMH,AMCIL Limited,Feb-21,2021,1.09,1.13,1.01,-3.54,7.92,
AMH,AMCIL Limited,Mar-21,2021,1.08,1.15,1.03,-6.09,4.85,
AMH,AMCIL Limited,Apr-21,2021,1.1,1.21,1.07,-9.09,2.8,
AMH,AMCIL Limited,May-21,2021,1.15,1.22,1.08,-6.15,6.02,
AMH,AMCIL Limited,Jun-21,2021,1.22,1.27,1.12,-3.94,8.93,
AMH,AMCIL Limited,Jul-21,2022,1.26,1.33,1.16,-5.26,8.62,
AMH,AMCIL Limited,Aug-21,2022,1.31,1.36,1.17,-4.04,11.54,
AMH,AMCIL Limited,Sep-21,2022,1.27,1.3,1.14,-2.31,11.4,
AMH,AMCIL Limited,Oct-21,2022,1.26,1.3,1.14,-3.08,10.53,
AMH,AMCIL Limited,Nov-21,2022,1.33,1.31,1.15,1.53,15.65,
AMH,AMCIL Limited,Dec-21,2022,1.35,1.34,1.17,0.37,14.96,
AMH,AMCIL Limited,Jan-22,2022,1.24,1.2,1.08,2.92,14.35,
AMH,AMCIL Limited,Feb-22,2022,1.22,1.15,1.04,6.09,17.31,
AMH,AMCIL Limited,Mar-22,2022,1.22,1.2,1.08,1.25,12.5,
AMH,AMCIL Limited,Apr-22,2022,1.2,1.17,1.06,2.56,13.21,
AMH,AMCIL Limited,May-22,2022,1.15,1.1,1.02,4.55,12.75,
AMH,AMCIL Limited,Jun-22,2022,1.08,1.03,0.97,4.37,10.82,
AMH,AMCIL Limited,Jul-22,2023,1.13,1.11,1.03,1.8,9.71,
AMH,AMCIL Limited,Aug-22,2023,1.1,1.07,1,2.34,9.5,
AMH,AMCIL Limited,Sep-22,2023,1.05,0.98,0.93,7.14,12.9,
AMH,AMCIL Limited,Oct-22,2023,1.05,1.05,0.98,0,7.14,
AMH,AMCIL Limited,Nov-22,2023,1.06,1.09,1.01,-2.75,4.95,
AMH,AMCIL Limited,Dec-22,2023,1.03,1.04,0.98,-1.44,4.59,
AMH,AMCIL Limited,Jan-23,2023,1.05,1.12,1.03,-6.7,1.46,
AMH,AMCIL Limited,Feb-23,2023,1.03,1.09,1,-5.5,3,
AMH,AMCIL Limited,Mar-23,2023,0.99,1.09,1.01,-9.63,-2.48,
AMH,AMCIL Limited,Apr-23,2023,1,1.12,1.03,-10.71,-2.91,
AMH,AMCIL Limited,May-23,2023,0.98,1.1,1.01,-11.36,-3.47,
AMH,AMCIL Limited,Jun-23,2023,1.01,1.12,1.03,-10.27,-2.43,
AMH,AMCIL Limited,Jul-23,2024,1.04,1.14,1.05,-9.21,-1.43,
AMH,AMCIL Limited,Aug-23,2024,0.97,1.11,1.01,-12.61,-3.96,
CDM,Cadence Capital Limited,Jan-14,2014,1.4,1.44,1.43,-2.86,-2.11,
CDM,Cadence Capital Limited,Feb-14,2014,1.47,1.47,1.45,0.14,1.31,
CDM,Cadence Capital Limited,Mar-14,2014,1.51,1.44,1.45,5.01,3.85,
CDM,Cadence Capital Limited,Apr-14,2014,1.42,1.37,1.39,3.57,2.01,
CDM,Cadence Capital Limited,May-14,2014,1.45,1.38,1.4,5.07,3.65,
CDM,Cadence Capital Limited,Jun-14,2014,1.47,1.4,1.42,4.34,3.46,
CDM,Cadence Capital Limited,Jul-14,2015,1.51,1.44,1.44,5.08,5.23,
CDM,Cadence Capital Limited,Aug-14,2015,1.52,1.43,1.43,6.09,5.87,
CDM,Cadence Capital Limited,Sep-14,2015,1.41,1.34,1.35,5.22,4.14,
CDM,Cadence Capital Limited,Oct-14,2015,1.48,1.36,1.37,8.14,7.59,
CDM,Cadence Capital Limited,Nov-14,2015,1.43,1.34,1.35,6.42,5.4,
CDM,Cadence Capital Limited,Dec-14,2015,1.42,1.35,1.36,5.34,4.41,
CDM,Cadence Capital Limited,Jan-15,2015,1.42,1.39,1.39,2.23,2.08,
CDM,Cadence Capital Limited,Feb-15,2015,1.45,1.46,1.45,-0.96,0.07,
CDM,Cadence Capital Limited,Mar-15,2015,1.42,1.45,1.42,-1.8,-0.14,
CDM,Cadence Capital Limited,Apr-15,2015,1.42,1.42,1.41,0,1.07,
CDM,Cadence Capital Limited,May-15,2015,1.39,1.44,1.44,-3.67,-3.14,
CDM,Cadence Capital Limited,Jun-15,2015,1.38,1.4,1.41,-1.5,-1.85,
CDM,Cadence Capital Limited,Jul-15,2016,1.45,1.49,1.47,-2.82,-1.43,
CDM,Cadence Capital Limited,Aug-15,2016,1.43,1.39,1.4,3.1,2.14,
CDM,Cadence Capital Limited,Sep-15,2016,1.49,1.37,1.39,8.52,7.12,
CDM,Cadence Capital Limited,Oct-15,2016,1.48,1.38,1.38,7.01,7.25,
CDM,Cadence Capital Limited,Nov-15,2016,1.55,1.35,1.37,14.64,13.47,
CDM,Cadence Capital Limited,Dec-15,2016,1.54,1.34,1.37,14.38,11.96,
CDM,Cadence Capital Limited,Jan-16,2016,1.5,1.27,1.32,17.83,13.38,
CDM,Cadence Capital Limited,Feb-16,2016,1.44,1.17,1.25,22.87,14.83,
CDM,Cadence Capital Limited,Mar-16,2016,1.44,1.16,1.25,23.71,15.38,
CDM,Cadence Capital Limited,Apr-16,2016,1.3,1.11,1.2,16.8,8.42,
CDM,Cadence Capital Limited,May-16,2016,1.3,1.16,1.23,11.45,4.94,
CDM,Cadence Capital Limited,Jun-16,2016,1.22,1.09,1.18,11.47,2.62,
CDM,Cadence Capital Limited,Jul-16,2017,1.28,1.14,1.22,11.84,4.42,
CDM,Cadence Capital Limited,Aug-16,2017,1.27,1.16,1.24,9.2,2.09,
CDM,Cadence Capital Limited,Sep-16,2017,1.25,1.16,1.25,7.39,0.32,
CDM,Cadence Capital Limited,Oct-16,2017,1.2,1.11,1.2,7.72,0.08,
CDM,Cadence Capital Limited,Nov-16,2017,1.19,1.13,1.21,5.15,-1.99,
CDM,Cadence Capital Limited,Dec-16,2017,1.23,1.16,1.23,6.4,-0.16,
CDM,Cadence Capital Limited,Jan-17,2017,1.2,1.14,1.23,5.01,-2.61,
CDM,Cadence Capital Limited,Feb-17,2017,1.27,1.16,1.24,9.33,2.35,
CDM,Cadence Capital Limited,Mar-17,2017,1.31,1.18,1.25,10.97,4.4,
CDM,Cadence Capital Limited,Apr-17,2017,1.21,1.16,1.22,4.33,-1.55,
CDM,Cadence Capital Limited,May-17,2017,1.21,1.15,1.23,5.22,-1.63,
CDM,Cadence Capital Limited,Jun-17,2017,1.24,1.16,1.24,6.1,-0.72,
CDM,Cadence Capital Limited,Jul-17,2018,1.28,1.17,1.25,9.4,2.81,
CDM,Cadence Capital Limited,Aug-17,2018,1.31,1.19,1.27,9.72,3.56,
CDM,Cadence Capital Limited,Sep-17,2018,1.3,1.16,1.23,12.26,5.86,
CDM,Cadence Capital Limited,Oct-17,2018,1.28,1.22,1.27,4.25,0.08,
CDM,Cadence Capital Limited,Nov-17,2018,1.3,1.27,1.31,2.21,-0.84,
CDM,Cadence Capital Limited,Dec-17,2018,1.35,1.27,1.31,5.97,2.9,
CDM,Cadence Capital Limited,Jan-18,2018,1.31,1.25,1.29,4.48,0.85,
CDM,Cadence Capital Limited,Feb-18,2018,1.33,1.24,1.3,6.91,2.39,
CDM,Cadence Capital Limited,Mar-18,2018,1.32,1.21,1.28,8.73,3.21,
CDM,Cadence Capital Limited,Apr-18,2018,1.28,1.22,1.27,5.35,0.95,
CDM,Cadence Capital Limited,May-18,2018,1.28,1.24,1.29,3.24,-0.93,
CDM,Cadence Capital Limited,Jun-18,2018,1.25,1.25,1.3,-0.08,-3.7,
CDM,Cadence Capital Limited,Jul-18,2019,1.31,1.24,1.3,5.67,0.69,
CDM,Cadence Capital Limited,Aug-18,2019,1.29,1.2,1.27,7.41,1.34,
CDM,Cadence Capital Limited,Sep-18,2019,1.21,1.16,1.23,4.06,-2.19,
CDM,Cadence Capital Limited,Oct-18,2019,1.08,1.04,1.15,3.65,-6.17,
CDM,Cadence Capital Limited,Nov-18,2019,0.99,1,1.12,-1.1,-11.76,
CDM,Cadence Capital Limited,Dec-18,2019,0.89,0.93,1.08,-5.25,-17.83,
CDM,Cadence Capital Limited,Jan-19,2019,0.84,0.94,1.08,-10.73,-22.22,
CDM,Cadence Capital Limited,Feb-19,2019,0.89,0.97,1.1,-8.53,-19.31,
CDM,Cadence Capital Limited,Mar-19,2019,0.91,0.95,1.09,-4.31,-16.44,
CDM,Cadence Capital Limited,Apr-19,2019,0.85,0.96,1.09,-11.8,-22.26,
CDM,Cadence Capital Limited,May-19,2019,0.83,0.94,1.08,-12.33,-23.26,
CDM,Cadence Capital Limited,Jun-19,2019,0.75,0.89,1.04,-16.11,-28.02,
CDM,Cadence Capital Limited,Jul-19,2020,0.79,0.92,1.06,-14.39,-25.94,
CDM,Cadence Capital Limited,Aug-19,2020,0.75,0.91,1.05,-17.86,-29.32,
CDM,Cadence Capital Limited,Sep-19,2020,0.81,0.9,1.05,-9.5,-22.71,
CDM,Cadence Capital Limited,Oct-19,2020,0.74,0.86,1.02,-14.35,-27.59,
CDM,Cadence Capital Limited,Nov-19,2020,0.74,0.88,1.03,-15.72,-28.29,
CDM,Cadence Capital Limited,Dec-19,2020,0.75,0.89,1.04,-16.57,-28.64,
CDM,Cadence Capital Limited,Jan-20,2020,0.76,0.88,1.04,-14.27,-27,
CDM,Cadence Capital Limited,Feb-20,2020,0.63,0.82,1,-23.87,-37.25,
CDM,Cadence Capital Limited,Mar-20,2020,0.49,0.66,0.88,-25.19,-44.38,
CDM,Cadence Capital Limited,Apr-20,2020,0.55,0.72,0.92,-23.29,-40.09,
CDM,Cadence Capital Limited,May-20,2020,0.6,0.8,0.98,-25.9,-39.22,
CDM,Cadence Capital Limited,Jun-20,2020,0.61,0.8,0.98,-24.75,-38.33,
CDM,Cadence Capital Limited,Jul-20,2021,0.66,0.84,1,-21.05,-34.26,
CDM,Cadence Capital Limited,Aug-20,2021,0.72,0.9,1.06,-20.91,-32.67,
CDM,Cadence Capital Limited,Sep-20,2021,0.74,0.9,1.06,-17.32,-29.99,
CDM,Cadence Capital Limited,Oct-20,2021,0.79,0.9,1.05,-12.58,-25.45,
CDM,Cadence Capital Limited,Nov-20,2021,0.85,0.98,1.11,-12.82,-23.35,
CDM,Cadence Capital Limited,Dec-20,2021,0.87,1,1.13,-13.17,-22.87,
CDM,Cadence Capital Limited,Jan-21,2021,0.86,1.03,1.15,-17.31,-25.72,
CDM,Cadence Capital Limited,Feb-21,2021,0.91,1.06,1.17,-14.15,-22.22,
CDM,Cadence Capital Limited,Mar-21,2021,1.06,1.05,1.16,0.48,-9.36,
CDM,Cadence Capital Limited,Apr-21,2021,1.13,1.08,1.18,4.92,-3.99,
CDM,Cadence Capital Limited,May-21,2021,1.13,1.07,1.17,4.85,-4.17,
CDM,Cadence Capital Limited,Jun-21,2021,1.07,1.11,1.2,-3.6,-10.83,
CDM,Cadence Capital Limited,Jul-21,2022,1.12,1.1,1.19,1.27,-6.62,
CDM,Cadence Capital Limited,Aug-21,2022,1.22,1.16,1.25,4.99,-2.01,
CDM,Cadence Capital Limited,Sep-21,2022,1.13,1.27,1.32,-11.35,-14.97,
CDM,Cadence Capital Limited,Oct-21,2022,1.07,1.21,1.27,-11.62,-16.41,
CDM,Cadence Capital Limited,Nov-21,2022,1.01,1.18,1.26,-14.48,-19.71,
CDM,Cadence Capital Limited,Dec-21,2022,1,1.16,1.25,-14.08,-20.08,
CDM,Cadence Capital Limited,Jan-22,2022,1.02,1.1,1.2,-6.85,-15.07,
CDM,Cadence Capital Limited,Feb-22,2022,1,1.09,1.2,-7.83,-16.39,
CDM,Cadence Capital Limited,Mar-22,2022,1.01,1.1,1.2,-8.97,-16.25,
CDM,Cadence Capital Limited,Apr-22,2022,0.98,1.09,1.19,-10.55,-18,
CDM,Cadence Capital Limited,May-22,2022,0.93,1.07,1.19,-13.17,-21.59,
CDM,Cadence Capital Limited,Jun-22,2022,0.85,0.97,1.11,-12.62,-24.15,
CDM,Cadence Capital Limited,Jul-22,2023,0.93,0.99,1.13,-6.16,-17.77,
CDM,Cadence Capital Limited,Aug-22,2023,0.95,1.02,1.15,-6.86,-17.46,
CDM,Cadence Capital Limited,Sep-22,2023,0.96,1.03,1.16,-6.34,-17.1,
CDM,Cadence Capital Limited,Oct-22,2023,0.92,1.01,1.14,-8.96,-19.38,
CDM,Cadence Capital Limited,Nov-22,2023,0.94,0.99,1.13,-5.34,-16.59,
CDM,Cadence Capital Limited,Dec-22,2023,0.9,0.96,1.11,-6.64,-18.77,
CDM,Cadence Capital Limited,Jan-23,2023,0.94,1.02,1.15,-7.97,-18.34,
CDM,Cadence Capital Limited,Feb-23,2023,0.9,0.93,1.09,-3.33,-17.2,
CDM,Cadence Capital Limited,Mar-23,2023,0.92,0.9,1.07,1.89,-14.08,
CDM,Cadence Capital Limited,Apr-23,2023,0.85,0.85,1.02,0.59,-16.42,
CDM,Cadence Capital Limited,May-23,2023,0.75,0.82,1,-8.81,-25.28,
CDM,Cadence Capital Limited,Jun-23,2023,0.75,0.83,1.01,-9.86,-25.6,
CDM,Cadence Capital Limited,Jul-23,2024,0.8,0.85,1.02,-6.32,-21.88,
CDM,Cadence Capital Limited,Aug-23,2024,0.76,0.81,1,-6.52,-24.23,
WAX,WAM Research Limited,Jan-14,2014,1.12,1.1,1.07,1.73,4.09,
WAX,WAM Research Limited,Feb-14,2014,1.17,1.1,1.09,5.98,7.37,
WAX,WAM Research Limited,Mar-14,2014,1.19,1.12,1.1,6.25,8.01,
WAX,WAM Research Limited,Apr-14,2014,1.16,1.07,1.06,7.94,8.96,
WAX,WAM Research Limited,May-14,2014,1.13,1.08,1.06,4.63,6.6,
WAX,WAM Research Limited,Jun-14,2014,1.12,1.07,1.06,4.67,5.66,
WAX,WAM Research Limited,Jul-14,2015,1.15,1.08,1.07,6.02,7.01,
WAX,WAM Research Limited,Aug-14,2015,1.18,1.14,1.11,3.07,5.86,
WAX,WAM Research Limited,Sep-14,2015,1.17,1.13,1.11,3.54,5.41,
WAX,WAM Research Limited,Oct-14,2015,1.16,1.09,1.09,6.42,6.42,
WAX,WAM Research Limited,Nov-14,2015,1.13,1.09,1.09,3.67,3.67,
WAX,WAM Research Limited,Dec-14,2015,1.16,1.1,1.09,5.45,6.42,
WAX,WAM Research Limited,Jan-15,2015,1.2,1.11,1.11,7.66,7.66,
WAX,WAM Research Limited,Feb-15,2015,1.23,1.18,1.15,3.81,6.52,
WAX,WAM Research Limited,Mar-15,2015,1.23,1.2,1.17,2.5,5.13,
WAX,WAM Research Limited,Apr-15,2015,1.21,1.2,1.17,0.83,3.42,
WAX,WAM Research Limited,May-15,2015,1.19,1.18,1.15,0.85,3.48,
WAX,WAM Research Limited,Jun-15,2015,1.16,1.14,1.12,1.75,3.57,
WAX,WAM Research Limited,Jul-15,2016,1.18,1.18,1.16,0,1.72,
WAX,WAM Research Limited,Aug-15,2016,1.25,1.15,1.15,8.7,8.7,
WAX,WAM Research Limited,Sep-15,2016,1.26,1.18,1.17,6.36,7.26,
WAX,WAM Research Limited,Oct-15,2016,1.22,1.17,1.16,3.85,4.74,
WAX,WAM Research Limited,Nov-15,2016,1.27,1.19,1.17,6.3,8.12,
WAX,WAM Research Limited,Dec-15,2016,1.29,1.23,1.2,4.88,7.5,
WAX,WAM Research Limited,Jan-16,2016,1.35,1.21,1.19,11.57,13.45,
WAX,WAM Research Limited,Feb-16,2016,1.37,1.17,1.16,17.09,18.1,
WAX,WAM Research Limited,Mar-16,2016,1.33,1.2,1.19,10.83,11.76,
WAX,WAM Research Limited,Apr-16,2016,1.32,1.16,1.15,13.79,14.78,
WAX,WAM Research Limited,May-16,2016,1.34,1.22,1.19,9.43,12.18,
WAX,WAM Research Limited,Jun-16,2016,1.35,1.22,1.19,10.66,13.45,
WAX,WAM Research Limited,Jul-16,2017,1.43,1.26,1.24,13.49,15.32,
WAX,WAM Research Limited,Aug-16,2017,1.52,1.34,1.29,13.43,17.83,
WAX,WAM Research Limited,Sep-16,2017,1.58,1.37,1.32,15.33,19.7,
WAX,WAM Research Limited,Oct-16,2017,1.47,1.29,1.26,13.95,16.67,
WAX,WAM Research Limited,Nov-16,2017,1.54,1.27,1.25,21.26,23.2,
WAX,WAM Research Limited,Dec-16,2017,1.56,1.29,1.26,20.54,23.41,
WAX,WAM Research Limited,Jan-17,2017,1.54,1.28,1.26,19.92,21.83,
WAX,WAM Research Limited,Feb-17,2017,1.59,1.26,1.24,26.19,28.23,
WAX,WAM Research Limited,Mar-17,2017,1.59,1.28,1.26,24.22,26.19,
WAX,WAM Research Limited,Apr-17,2017,1.52,1.22,1.2,24.59,26.67,
WAX,WAM Research Limited,May-17,2017,1.42,1.2,1.2,17.92,17.92,
WAX,WAM Research Limited,Jun-17,2017,1.51,1.23,1.22,22.36,23.36,
WAX,WAM Research Limited,Jul-17,2018,1.6,1.22,1.22,30.74,30.74,
WAX,WAM Research Limited,Aug-17,2018,1.6,1.23,1.23,30.08,30.08,
WAX,WAM Research Limited,Sep-17,2018,1.62,1.24,1.23,30.65,31.71,
WAX,WAM Research Limited,Oct-17,2018,1.59,1.24,1.22,27.82,29.92,
WAX,WAM Research Limited,Nov-17,2018,1.51,1.27,1.25,18.9,20.8,
WAX,WAM Research Limited,Dec-17,2018,1.53,1.28,1.26,19.53,21.43,
WAX,WAM Research Limited,Jan-18,2018,1.51,1.3,1.27,15.77,18.5,
WAX,WAM Research Limited,Feb-18,2018,1.58,1.29,1.26,22.48,25.4,
WAX,WAM Research Limited,Mar-18,2018,1.56,1.27,1.25,22.83,24.8,
WAX,WAM Research Limited,Apr-18,2018,1.52,1.24,1.22,22.58,24.59,
WAX,WAM Research Limited,May-18,2018,1.5,1.27,1.23,17.72,21.54,
WAX,WAM Research Limited,Jun-18,2018,1.51,1.28,1.25,17.97,20.8,
WAX,WAM Research Limited,Jul-18,2019,1.57,1.29,1.25,21.71,25.6,
WAX,WAM Research Limited,Aug-18,2019,1.68,1.32,1.27,27.27,32.28,
WAX,WAM Research Limited,Sep-18,2019,1.7,1.33,1.28,27.44,32.42,
WAX,WAM Research Limited,Oct-18,2019,1.49,1.17,1.16,26.92,28.02,
WAX,WAM Research Limited,Nov-18,2019,1.39,1.15,1.14,20.87,21.93,
WAX,WAM Research Limited,Dec-18,2019,1.46,1.09,1.1,33.94,32.73,
WAX,WAM Research Limited,Jan-19,2019,1.39,1.11,1.12,25.23,24.11,
WAX,WAM Research Limited,Feb-19,2019,1.4,1.15,1.15,21.74,21.74,
WAX,WAM Research Limited,Mar-19,2019,1.43,1.16,1.16,23.28,23.28,
WAX,WAM Research Limited,Apr-19,2019,1.3,1.17,1.15,11.11,13.04,
WAX,WAM Research Limited,May-19,2019,1.35,1.19,1.17,13.45,15.38,
WAX,WAM Research Limited,Jun-19,2019,1.33,1.18,1.16,12.29,14.22,
WAX,WAM Research Limited,Jul-19,2020,1.42,1.21,1.2,17.36,18.33,
WAX,WAM Research Limited,Aug-19,2020,1.4,1.2,1.19,16.67,17.65,
WAX,WAM Research Limited,Sep-19,2020,1.49,1.24,1.22,20.16,22.13,
WAX,WAM Research Limited,Oct-19,2020,1.42,1.2,1.18,17.92,19.92,
WAX,WAM Research Limited,Nov-19,2020,1.45,1.2,1.18,20.42,22.46,
WAX,WAM Research Limited,Dec-19,2020,1.49,1.18,1.17,26.27,27.35,
WAX,WAM Research Limited,Jan-20,2020,1.46,1.21,1.2,20.66,21.67,
WAX,WAM Research Limited,Feb-20,2020,1.41,1.13,1.14,24.34,23.25,
WAX,WAM Research Limited,Mar-20,2020,1.21,0.87,0.97,39.08,24.74,
WAX,WAM Research Limited,Apr-20,2020,1.22,0.94,0.99,29.79,23.23,
WAX,WAM Research Limited,May-20,2020,1.38,1,1.03,37.5,33.5,
WAX,WAM Research Limited,Jun-20,2020,1.32,0.99,1.03,33.33,28.16,
WAX,WAM Research Limited,Jul-20,2021,1.36,0.99,1.04,37.37,30.77,
WAX,WAM Research Limited,Aug-20,2021,1.49,1.09,1.11,36.24,33.78,
WAX,WAM Research Limited,Sep-20,2021,1.52,1.07,1.11,41.59,36.49,
WAX,WAM Research Limited,Oct-20,2021,1.42,1.04,1.07,36.06,32.24,
WAX,WAM Research Limited,Nov-20,2021,1.51,1.13,1.13,33.63,33.63,
WAX,WAM Research Limited,Dec-20,2021,1.56,1.14,1.14,36.84,36.84,
WAX,WAM Research Limited,Jan-21,2021,1.64,1.14,1.15,43.86,42.61,
WAX,WAM Research Limited,Feb-21,2021,1.65,1.19,1.18,38.66,39.83,
WAX,WAM Research Limited,Mar-21,2021,1.78,1.21,1.19,47.11,49.58,
WAX,WAM Research Limited,Apr-21,2021,1.68,1.21,1.18,38.84,42.37,
WAX,WAM Research Limited,May-21,2021,1.63,1.21,1.18,34.3,37.71,
WAX,WAM Research Limited,Jun-21,2021,1.65,1.22,1.2,34.84,37.08,
WAX,WAM Research Limited,Jul-21,2022,1.65,1.2,1.21,37.5,36.36,
