lic_ticker,lic_name,month_year,year,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
HM1,Hearts and Minds Investments Limited,Apr-23,2023,2.37,2.9,2.96,-18.28,-19.93,
HM1,Hearts and Minds Investments Limited,May-23,2023,2.23,2.86,2.94,-22.03,-24.15,
HM1,Hearts and Minds Investments Limited,Jun-23,2023,2.26,2.9,2.95,-22.07,-23.39,
HM1,Hearts and Minds Investments Limited,Jul-23,2024,2.38,2.98,3.01,-20.13,-20.93,
HM1,Hearts and Minds Investments Limited,Aug-23,2024,2.42,2.95,2.99,-17.97,-19.06,
MIR,Mirrabooka Investments Limited,Jan-14,2014,2.59,2.25,2.02,15.11,28.22,
MIR,Mirrabooka Investments Limited,Feb-14,2014,2.68,2.36,2.1,13.56,27.62,
MIR,Mirrabooka Investments Limited,Mar-14,2014,2.79,2.38,2.13,17.23,30.99,
MIR,Mirrabooka Investments Limited,Apr-14,2014,2.53,2.36,2.12,7.2,19.34,
MIR,Mirrabooka Investments Limited,May-14,2014,2.64,2.42,2.17,9.09,21.66,
MIR,Mirrabooka Investments Limited,Jun-14,2014,2.68,2.41,2.16,11.2,24.07,
MIR,Mirrabooka Investments Limited,Jul-14,2015,2.73,2.28,2.03,19.74,34.48,
MIR,Mirrabooka Investments Limited,Aug-14,2015,2.74,2.32,2.07,18.1,32.37,
MIR,Mirrabooka Investments Limited,Sep-14,2015,2.54,2.2,2,15.45,27,
MIR,Mirrabooka Investments Limited,Oct-14,2015,2.61,2.23,2.02,17.04,29.21,
MIR,Mirrabooka Investments Limited,Nov-14,2015,2.65,2.18,1.99,21.56,33.17,
MIR,Mirrabooka Investments Limited,Dec-14,2015,2.55,2.22,2.02,14.86,26.24,
MIR,Mirrabooka Investments Limited,Jan-15,2015,2.5,2.22,2.01,12.61,24.38,
MIR,Mirrabooka Investments Limited,Feb-15,2015,2.53,2.37,2.12,6.75,19.34,
MIR,Mirrabooka Investments Limited,Mar-15,2015,2.54,2.37,2.13,7.17,19.25,
MIR,Mirrabooka Investments Limited,Apr-15,2015,2.53,2.37,2.13,6.75,18.78,
MIR,Mirrabooka Investments Limited,May-15,2015,2.58,2.44,2.18,5.74,18.35,
MIR,Mirrabooka Investments Limited,Jun-15,2015,2.6,2.29,2.08,13.54,25,
MIR,Mirrabooka Investments Limited,Jul-15,2016,2.64,2.25,2.01,17.33,31.34,
MIR,Mirrabooka Investments Limited,Aug-15,2016,2.49,2.18,1.97,14.22,26.4,
MIR,Mirrabooka Investments Limited,Sep-15,2016,2.47,2.22,2,11.26,23.5,
MIR,Mirrabooka Investments Limited,Oct-15,2016,2.45,2.31,2.07,6.06,18.36,
MIR,Mirrabooka Investments Limited,Nov-15,2016,2.46,2.36,2.13,4.24,15.49,
MIR,Mirrabooka Investments Limited,Dec-15,2016,2.58,2.43,2.18,6.17,18.35,
MIR,Mirrabooka Investments Limited,Jan-16,2016,2.53,2.28,2.07,10.96,22.22,
MIR,Mirrabooka Investments Limited,Feb-16,2016,2.61,2.23,2.04,17.04,27.94,
MIR,Mirrabooka Investments Limited,Mar-16,2016,2.61,2.31,2.11,12.99,23.7,
MIR,Mirrabooka Investments Limited,Apr-16,2016,2.66,2.37,2.15,12.24,23.72,
MIR,Mirrabooka Investments Limited,May-16,2016,2.77,2.45,2.2,13.06,25.91,
MIR,Mirrabooka Investments Limited,Jun-16,2016,2.76,2.38,2.15,15.97,28.37,
MIR,Mirrabooka Investments Limited,Jul-16,2017,2.87,2.38,2.12,20.59,35.38,
MIR,Mirrabooka Investments Limited,Aug-16,2017,2.76,2.42,2.16,14.05,27.78,
MIR,Mirrabooka Investments Limited,Sep-16,2017,2.95,2.43,2.17,21.4,35.94,
MIR,Mirrabooka Investments Limited,Oct-16,2017,2.95,2.34,2.11,26.07,39.81,
MIR,Mirrabooka Investments Limited,Nov-16,2017,2.88,2.32,2.1,24.14,37.14,
MIR,Mirrabooka Investments Limited,Dec-16,2017,2.97,2.36,2.14,25.85,38.79,
MIR,Mirrabooka Investments Limited,Jan-17,2017,2.79,2.3,2.08,21.3,34.13,
MIR,Mirrabooka Investments Limited,Feb-17,2017,2.85,2.27,2.07,25.55,37.68,
MIR,Mirrabooka Investments Limited,Mar-17,2017,2.7,2.34,2.12,15.38,27.36,
MIR,Mirrabooka Investments Limited,Apr-17,2017,2.57,2.35,2.13,9.36,20.66,
MIR,Mirrabooka Investments Limited,May-17,2017,2.7,2.35,2.13,14.89,26.76,
MIR,Mirrabooka Investments Limited,Jun-17,2017,2.7,2.39,2.18,12.97,23.85,
MIR,Mirrabooka Investments Limited,Jul-17,2018,2.65,2.27,2.07,16.74,28.02,
MIR,Mirrabooka Investments Limited,Aug-17,2018,2.78,2.27,2.07,22.47,34.3,
MIR,Mirrabooka Investments Limited,Sep-17,2018,2.57,2.3,2.09,11.74,22.97,
MIR,Mirrabooka Investments Limited,Oct-17,2018,2.59,2.37,2.12,9.28,22.17,
MIR,Mirrabooka Investments Limited,Nov-17,2018,2.61,2.42,2.16,7.85,20.83,
MIR,Mirrabooka Investments Limited,Dec-17,2018,2.65,2.49,2.21,6.43,19.91,
MIR,Mirrabooka Investments Limited,Jan-18,2018,2.77,2.44,2.16,13.52,28.24,
MIR,Mirrabooka Investments Limited,Feb-18,2018,2.67,2.45,2.17,8.98,23.04,
MIR,Mirrabooka Investments Limited,Mar-18,2018,2.57,2.42,2.16,6.2,18.98,
MIR,Mirrabooka Investments Limited,Apr-18,2018,2.59,2.47,2.19,4.86,18.26,
MIR,Mirrabooka Investments Limited,May-18,2018,2.64,2.52,2.24,4.76,17.86,
MIR,Mirrabooka Investments Limited,Jun-18,2018,2.69,2.59,2.29,3.86,17.47,
MIR,Mirrabooka Investments Limited,Jul-18,2019,2.66,2.49,2.2,6.83,20.91,
MIR,Mirrabooka Investments Limited,Aug-18,2019,2.67,2.6,2.29,2.69,16.59,
MIR,Mirrabooka Investments Limited,Sep-18,2019,2.66,2.56,2.27,3.91,17.18,
MIR,Mirrabooka Investments Limited,Oct-18,2019,2.65,2.36,2.13,12.29,24.41,
MIR,Mirrabooka Investments Limited,Nov-18,2019,2.56,2.32,2.11,10.34,21.33,
MIR,Mirrabooka Investments Limited,Dec-18,2019,2.52,2.21,2.04,14.03,23.53,
MIR,Mirrabooka Investments Limited,Jan-19,2019,2.58,2.13,1.94,21.13,32.99,
MIR,Mirrabooka Investments Limited,Feb-19,2019,2.54,2.27,2.05,11.89,23.9,
MIR,Mirrabooka Investments Limited,Mar-19,2019,2.44,2.29,2.07,6.55,17.87,
MIR,Mirrabooka Investments Limited,Apr-19,2019,2.38,2.38,2.14,0,11.21,
MIR,Mirrabooka Investments Limited,May-19,2019,2.41,2.37,2.13,1.69,13.15,
MIR,Mirrabooka Investments Limited,Jun-19,2019,2.43,2.4,2.15,1.25,13.02,
MIR,Mirrabooka Investments Limited,Jul-19,2020,2.52,2.42,2.15,4.13,17.21,
MIR,Mirrabooka Investments Limited,Aug-19,2020,2.4,2.37,2.13,1.27,12.68,
MIR,Mirrabooka Investments Limited,Sep-19,2020,2.5,2.43,2.18,2.88,14.68,
MIR,Mirrabooka Investments Limited,Oct-19,2020,2.63,2.47,2.2,6.48,19.55,
MIR,Mirrabooka Investments Limited,Nov-19,2020,2.63,2.56,2.27,2.73,15.86,
MIR,Mirrabooka Investments Limited,Dec-19,2020,2.7,2.54,2.27,6.3,18.94,
MIR,Mirrabooka Investments Limited,Jan-20,2020,2.64,2.58,2.29,2.33,15.28,
MIR,Mirrabooka Investments Limited,Feb-20,2020,2.32,2.38,2.14,-2.52,8.41,
MIR,Mirrabooka Investments Limited,Mar-20,2020,1.9,1.89,1.8,0.53,5.56,
MIR,Mirrabooka Investments Limited,Apr-20,2020,2.08,2.12,1.95,-1.89,6.67,
MIR,Mirrabooka Investments Limited,May-20,2020,2.28,2.34,2.1,-2.56,8.57,
MIR,Mirrabooka Investments Limited,Jun-20,2020,2.33,2.42,2.16,-3.72,7.87,
MIR,Mirrabooka Investments Limited,Jul-20,2021,2.49,2.52,2.21,-1.19,12.67,
MIR,Mirrabooka Investments Limited,Aug-20,2021,2.61,2.72,2.37,-4.04,10.13,
MIR,Mirrabooka Investments Limited,Sep-20,2021,2.7,2.73,2.38,-1.1,13.45,
MIR,Mirrabooka Investments Limited,Oct-20,2021,2.89,2.85,2.46,1.4,17.48,
MIR,Mirrabooka Investments Limited,Nov-20,2021,3.11,3,2.57,3.67,21.01,
MIR,Mirrabooka Investments Limited,Dec-20,2021,3.25,3.11,2.65,4.5,22.64,
MIR,Mirrabooka Investments Limited,Jan-21,2021,3.24,3.1,2.63,4.52,23.19,
MIR,Mirrabooka Investments Limited,Feb-21,2021,3.3,3.04,2.63,8.55,25.48,
MIR,Mirrabooka Investments Limited,Mar-21,2021,3.34,3.07,2.66,8.79,25.56,
MIR,Mirrabooka Investments Limited,Apr-21,2021,3.31,3.28,2.81,0.91,17.79,
MIR,Mirrabooka Investments Limited,May-21,2021,3.38,3.29,2.82,2.74,19.86,
MIR,Mirrabooka Investments Limited,Jun-21,2021,3.57,3.47,2.96,2.88,20.61,
MIR,Mirrabooka Investments Limited,Jul-21,2022,3.82,3.47,2.94,10.09,29.93,
MIR,Mirrabooka Investments Limited,Aug-21,2022,3.92,3.77,3.25,3.98,20.62,
MIR,Mirrabooka Investments Limited,Sep-21,2022,3.9,3.66,3.1,6.56,25.81,
MIR,Mirrabooka Investments Limited,Oct-21,2022,3.98,3.63,3.09,9.64,28.8,
MIR,Mirrabooka Investments Limited,Nov-21,2022,4.01,3.65,3.11,9.86,28.94,
MIR,Mirrabooka Investments Limited,Dec-21,2022,3.98,3.73,3.17,6.7,25.55,
MIR,Mirrabooka Investments Limited,Jan-22,2022,3.79,3.27,2.84,15.9,33.45,
MIR,Mirrabooka Investments Limited,Feb-22,2022,3.5,3.11,2.74,12.54,27.74,
MIR,Mirrabooka Investments Limited,Mar-22,2022,3.34,3.21,2.81,4.05,18.86,
MIR,Mirrabooka Investments Limited,Apr-22,2022,3.33,3.1,2.76,7.42,20.65,
MIR,Mirrabooka Investments Limited,May-22,2022,3.19,2.85,2.59,11.93,23.17,
MIR,Mirrabooka Investments Limited,Jun-22,2022,2.93,2.62,2.42,11.83,21.07,
MIR,Mirrabooka Investments Limited,Jul-22,2023,3.14,2.8,2.53,12.14,24.11,
MIR,Mirrabooka Investments Limited,Aug-22,2023,3.02,2.79,2.53,8.24,19.37,
MIR,Mirrabooka Investments Limited,Sep-22,2023,2.86,2.53,2.35,13.04,21.7,
MIR,Mirrabooka Investments Limited,Oct-22,2023,2.88,2.71,2.47,6.27,16.6,
MIR,Mirrabooka Investments Limited,Nov-22,2023,2.95,2.8,2.54,5.36,16.14,
MIR,Mirrabooka Investments Limited,Dec-22,2023,2.83,2.68,2.45,5.6,15.51,
MIR,Mirrabooka Investments Limited,Jan-23,2023,2.81,2.84,2.55,-1.06,10.2,
MIR,Mirrabooka Investments Limited,Feb-23,2023,2.8,2.79,2.53,0.36,10.67,
MIR,Mirrabooka Investments Limited,Mar-23,2023,2.84,2.8,2.54,1.43,11.81,
MIR,Mirrabooka Investments Limited,Apr-23,2023,2.9,2.88,2.61,0.69,11.11,
MIR,Mirrabooka Investments Limited,May-23,2023,2.8,2.82,2.57,-0.71,8.95,
MIR,Mirrabooka Investments Limited,Jun-23,2023,2.74,2.91,2.66,-5.84,3.01,
MIR,Mirrabooka Investments Limited,Jul-23,2024,2.82,2.91,2.6,-3.09,8.46,
MIR,Mirrabooka Investments Limited,Aug-23,2024,2.9,2.95,2.63,-1.69,10.27,
VG1,VGI Partners Global Investments Limited,Sep-17,2018,2,2,2,-0.25,-0.25,
VG1,VGI Partners Global Investments Limited,Oct-17,2018,2.13,2.04,2.03,4.41,4.93,
VG1,VGI Partners Global Investments Limited,Nov-17,2018,2.17,2.08,2.05,4.33,5.85,
VG1,VGI Partners Global Investments Limited,Dec-17,2018,2.23,2.02,2.01,10.4,10.95,
VG1,VGI Partners Global Investments Limited,Jan-18,2018,2.12,1.99,1.99,6.53,6.53,
VG1,VGI Partners Global Investments Limited,Feb-18,2018,2.11,2.06,2.04,2.43,3.43,
VG1,VGI Partners Global Investments Limited,Mar-18,2018,2.08,2.07,2.05,0.48,1.46,
VG1,VGI Partners Global Investments Limited,Apr-18,2018,2.19,2.1,2.06,4.29,6.31,
VG1,VGI Partners Global Investments Limited,May-18,2018,2.18,2.13,2.08,2.35,4.81,
VG1,VGI Partners Global Investments Limited,Jun-18,2018,2.27,2.18,2.12,4.13,7.08,
VG1,VGI Partners Global Investments Limited,Jul-18,2019,2.35,2.2,2.13,6.82,10.33,
VG1,VGI Partners Global Investments Limited,Aug-18,2019,2.48,2.27,2.18,9.25,13.76,
VG1,VGI Partners Global Investments Limited,Sep-18,2019,2.5,2.26,2.17,10.62,15.21,
VG1,VGI Partners Global Investments Limited,Oct-18,2019,2.37,2.27,2.19,4.41,8.22,
VG1,VGI Partners Global Investments Limited,Nov-18,2019,2.35,2.19,2.13,7.31,10.33,
VG1,VGI Partners Global Investments Limited,Dec-18,2019,2.23,2.24,2.17,-0.45,2.76,
VG1,VGI Partners Global Investments Limited,Jan-19,2019,2.39,2.23,2.17,7.17,10.14,
VG1,VGI Partners Global Investments Limited,Feb-19,2019,2.45,2.29,2.21,6.99,10.86,
VG1,VGI Partners Global Investments Limited,Mar-19,2019,2.4,2.28,2.2,5.26,9.09,
VG1,VGI Partners Global Investments Limited,Apr-19,2019,2.44,2.34,2.24,4.27,8.93,
VG1,VGI Partners Global Investments Limited,May-19,2019,2.35,2.38,2.27,-1.26,3.52,
VG1,VGI Partners Global Investments Limited,Jun-19,2019,2.37,2.39,2.31,-0.84,2.6,
VG1,VGI Partners Global Investments Limited,Jul-19,2020,2.34,2.45,2.35,-4.49,-0.43,
VG1,VGI Partners Global Investments Limited,Aug-19,2020,2.3,2.49,2.38,-7.63,-3.36,
VG1,VGI Partners Global Investments Limited,Sep-19,2020,2.33,2.44,2.34,-4.51,-0.43,
VG1,VGI Partners Global Investments Limited,Oct-19,2020,2.27,2.4,2.32,-5.42,-2.16,
VG1,VGI Partners Global Investments Limited,Nov-19,2020,2.28,2.46,2.36,-7.32,-3.39,
VG1,VGI Partners Global Investments Limited,Dec-19,2020,2.25,2.39,2.3,-5.86,-2.17,
VG1,VGI Partners Global Investments Limited,Jan-20,2020,2.22,2.53,2.44,-12.25,-9.02,
VG1,VGI Partners Global Investments Limited,Feb-20,2020,2.19,2.48,2.39,-11.69,-8.37,
VG1,VGI Partners Global Investments Limited,Mar-20,2020,2.24,2.5,2.41,-10.4,-7.05,
VG1,VGI Partners Global Investments Limited,Apr-20,2020,2.12,2.39,2.3,-11.3,-7.83,
VG1,VGI Partners Global Investments Limited,May-20,2020,2.17,2.36,2.27,-8.05,-4.41,
VG1,VGI Partners Global Investments Limited,Jun-20,2020,1.83,2.27,2.18,-19.6,-16.28,
VG1,VGI Partners Global Investments Limited,Jul-20,2021,1.84,2.31,2.22,-20.56,-17.34,
VG1,VGI Partners Global Investments Limited,Aug-20,2021,1.88,2.38,2.29,-21.22,-18.12,
VG1,VGI Partners Global Investments Limited,Sep-20,2021,1.83,2.36,2.27,-22.46,-19.38,
VG1,VGI Partners Global Investments Limited,Oct-20,2021,1.92,2.3,2.21,-16.52,-13.12,
VG1,VGI Partners Global Investments Limited,Nov-20,2021,2.13,2.53,2.44,-15.81,-12.7,
VG1,VGI Partners Global Investments Limited,Dec-20,2021,2.21,2.57,2.48,-14.01,-10.89,
VG1,VGI Partners Global Investments Limited,Jan-21,2021,2.06,2.55,2.46,-19.22,-16.26,
VG1,VGI Partners Global Investments Limited,Feb-21,2021,2.15,2.6,2.51,-17.31,-14.34,
VG1,VGI Partners Global Investments Limited,Mar-21,2021,2.18,2.58,2.49,-15.5,-12.45,
VG1,VGI Partners Global Investments Limited,Apr-21,2021,2.31,2.66,2.57,-13.16,-10.12,
VG1,VGI Partners Global Investments Limited,May-21,2021,2.34,2.64,2.55,-11.36,-8.24,
VG1,VGI Partners Global Investments Limited,Jun-21,2021,2.45,2.69,2.56,-8.92,-4.3,
VG1,VGI Partners Global Investments Limited,Jul-21,2022,2.31,2.59,2.48,-10.81,-6.85,
VG1,VGI Partners Global Investments Limited,Aug-21,2022,2.16,2.47,2.39,-12.55,-9.62,
VG1,VGI Partners Global Investments Limited,Sep-21,2022,2.16,2.37,2.33,-8.86,-7.3,
VG1,VGI Partners Global Investments Limited,Oct-21,2022,2.15,2.43,2.37,-11.52,-9.28,
VG1,VGI Partners Global Investments Limited,Nov-21,2022,2,2.34,2.3,-14.53,-13.04,
VG1,VGI Partners Global Investments Limited,Dec-21,2022,2.06,2.34,2.3,-11.97,-10.43,
VG1,VGI Partners Global Investments Limited,Jan-22,2022,1.94,2.26,2.24,-14.38,-13.62,
VG1,VGI Partners Global Investments Limited,Feb-22,2022,1.77,2.18,2.18,-19.04,-19.04,
VG1,VGI Partners Global Investments Limited,Mar-22,2022,1.82,2.11,2.12,-13.74,-14.15,
VG1,VGI Partners Global Investments Limited,Apr-22,2022,1.67,1.98,2.03,-15.66,-17.73,
VG1,VGI Partners Global Investments Limited,May-22,2022,1.57,1.88,1.97,-16.76,-20.56,
VG1,VGI Partners Global Investments Limited,Jun-22,2022,1.47,1.85,1.96,-20.54,-25,
VG1,VGI Partners Global Investments Limited,Jul-22,2023,1.6,1.87,1.99,-14.44,-19.6,
VG1,VGI Partners Global Investments Limited,Aug-22,2023,1.44,1.8,1.93,-20,-25.39,
VG1,VGI Partners Global Investments Limited,Sep-22,2023,1.36,1.72,1.88,-20.93,-27.66,
VG1,VGI Partners Global Investments Limited,Oct-22,2023,1.42,1.74,1.9,-18.68,-25.53,
VG1,VGI Partners Global Investments Limited,Nov-22,2023,1.41,1.74,1.9,-18.97,-25.79,
VG1,VGI Partners Global Investments Limited,Dec-22,2023,1.41,1.7,1.87,-17.06,-24.6,
VG1,VGI Partners Global Investments Limited,Jan-23,2023,1.57,1.89,2,-17.2,-21.75,
VG1,VGI Partners Global Investments Limited,Feb-23,2023,1.54,1.84,1.94,-16.58,-20.88,
VG1,VGI Partners Global Investments Limited,Mar-23,2023,1.59,1.93,2.01,-17.88,-21.14,
VG1,VGI Partners Global Investments Limited,Apr-23,2023,1.56,1.9,2,-18.16,-22.25,
VG1,VGI Partners Global Investments Limited,May-23,2023,1.6,1.96,2.04,-18.62,-21.81,
VG1,VGI Partners Global Investments Limited,Jun-23,2023,1.63,1.99,2.07,-18.34,-21.5,
VG1,VGI Partners Global Investments Limited,Jul-23,2024,1.73,2.05,2.1,-15.61,-17.62,
VG1,VGI Partners Global Investments Limited,Aug-23,2024,1.58,1.9,1.98,-16.84,-20.2,
FGX,Future Generation Australia,Sep-14,2014,1.03,1.05,1.07,-2.34,-3.7,
FGX,Future Generation Australia,Oct-14,2014,1.04,1.07,1.08,-2.49,-3.52,
FGX,Future Generation Australia,Nov-14,2014,1.06,1.06,1.07,-0.46,-1.7,
FGX,Future Generation Australia,Dec-14,2014,1.05,1.07,1.08,-2.45,-3.35,
FGX,Future Generation Australia,Jan-15,2015,1.11,1.09,1.09,2.26,1.74,
FGX,Future Generation Australia,Feb-15,2015,1.12,1.13,1.12,-0.84,-0.16,
FGX,Future Generation Australia,Mar-15,2015,1.11,1.14,1.13,-3.41,-2.44,
FGX,Future Generation Australia,Apr-15,2015,1.14,1.14,1.13,0.3,1.12,
FGX,Future Generation Australia,May-15,2015,1.15,1.14,1.13,0.75,1.7,
FGX,Future Generation Australia,Jun-15,2015,1.13,1.11,1.11,1.69,1.6,
FGX,Future Generation Australia,Jul-15,2015,1.13,1.16,1.15,-2.82,-2.17,
FGX,Future Generation Australia,Aug-15,2015,1.09,1.12,1.13,-3.5,-3.69,
FGX,Future Generation Australia,Sep-15,2015,1.08,1.13,1.14,-4.37,-4.85,
FGX,Future Generation Australia,Oct-15,2015,1.09,1.15,1.14,-5.3,-4.79,
FGX,Future Generation Australia,Nov-15,2015,1.12,1.16,1.15,-3.82,-2.97,
FGX,Future Generation Australia,Dec-15,2015,1.16,1.19,1.18,-2.91,-1.31,
FGX,Future Generation Australia,Jan-16,2016,1.16,1.16,1.15,-0.67,0.12,
FGX,Future Generation Australia,Feb-16,2016,1.14,1.14,1.14,0.14,0.24,
FGX,Future Generation Australia,Mar-16,2016,1.14,1.15,1.15,-1.26,-1.27,
FGX,Future Generation Australia,Apr-16,2016,1.13,1.13,1.13,-0.57,-0.5,
FGX,Future Generation Australia,May-16,2016,1.13,1.17,1.16,-4.03,-2.94,
FGX,Future Generation Australia,Jun-16,2016,1.12,1.16,1.15,-3.51,-2.69,
FGX,Future Generation Australia,Jul-16,2016,1.15,1.13,1.19,2.09,-3.53,
FGX,Future Generation Australia,Aug-16,2016,1.12,1.2,1.18,-6.83,-5.84,
FGX,Future Generation Australia,Sep-16,2016,1.15,1.18,1.16,-2.19,-1.18,
FGX,Future Generation Australia,Oct-16,2016,1.17,1.14,1.13,2.58,3.12,
FGX,Future Generation Australia,Nov-16,2016,1.16,1.13,1.13,2.62,2.54,
FGX,Future Generation Australia,Dec-16,2016,1.17,1.14,1.14,2.01,2.25,
FGX,Future Generation Australia,Jan-17,2017,1.15,1.14,1.14,0.61,0.84,
FGX,Future Generation Australia,Feb-17,2017,1.16,1.15,1.14,1.23,1.51,
FGX,Future Generation Australia,Mar-17,2017,1.17,1.16,1.15,0.2,0.89,
FGX,Future Generation Australia,Apr-17,2017,1.13,1.15,1.14,-1.99,-1.15,
FGX,Future Generation Australia,May-17,2017,1.08,1.14,1.13,-5.5,-4.81,
FGX,Future Generation Australia,Jun-17,2017,1.1,1.15,1.14,-5.18,-4.25,
FGX,Future Generation Australia,Jul-17,2017,1.09,1.15,1.15,-5.55,-4.97,
FGX,Future Generation Australia,Aug-17,2017,1.1,1.16,1.16,-5.54,-4.87,
FGX,Future Generation Australia,Sep-17,2017,1.12,1.18,1.17,-5.51,-4.46,
FGX,Future Generation Australia,Oct-17,2017,1.13,1.19,1.17,-5.58,-3.82,
FGX,Future Generation Australia,Nov-17,2017,1.14,1.21,1.18,-5.99,-3.76,
FGX,Future Generation Australia,Dec-17,2017,1.17,1.23,1.21,-4.94,-2.97,
FGX,Future Generation Australia,Jan-18,2018,1.19,1.23,1.21,-3.84,-2.05,
FGX,Future Generation Australia,Feb-18,2018,1.19,1.24,1.22,-4.52,-2.6,
FGX,Future Generation Australia,Mar-18,2018,1.18,1.22,1.2,-3.33,-1.77,
FGX,Future Generation Australia,Apr-18,2018,1.18,1.23,1.2,-3.99,-1.72,
FGX,Future Generation Australia,May-18,2018,1.24,1.25,1.22,-1.12,1.8,
FGX,Future Generation Australia,Jun-18,2018,1.26,1.28,1.24,-1.82,1.61,
FGX,Future Generation Australia,Jul-18,2018,1.29,1.29,1.24,0.33,3.75,
FGX,Future Generation Australia,Aug-18,2018,1.31,1.3,1.25,0.75,4.44,
FGX,Future Generation Australia,Sep-18,2018,1.34,1.27,1.25,5.02,6.77,
FGX,Future Generation Australia,Oct-18,2018,1.25,1.18,1.16,5.9,7.18,
FGX,Future Generation Australia,Nov-18,2018,1.19,1.15,1.14,3.77,4.11,
FGX,Future Generation Australia,Dec-18,2018,1.18,1.11,1.13,5.92,4.11,
FGX,Future Generation Australia,Jan-19,2019,1.18,1.14,1.15,3.06,2.14,
FGX,Future Generation Australia,Feb-19,2019,1.21,1.19,1.19,0.94,1.41,
FGX,Future Generation Australia,Mar-19,2019,1.21,1.2,1.19,1.2,1.73,
FGX,Future Generation Australia,Apr-19,2019,1.17,1.21,1.23,-3.07,-4.62,
FGX,Future Generation Australia,May-19,2019,1.18,1.21,1.19,-2.37,-0.92,
FGX,Future Generation Australia,Jun-19,2019,1.17,1.23,1.21,-4.92,-3.01,
FGX,Future Generation Australia,Jul-19,2019,1.2,1.27,1.24,-5.15,-3,
FGX,Future Generation Australia,Aug-19,2019,1.11,1.26,1.23,-12.02,-10.21,
FGX,Future Generation Australia,Sep-19,2019,1.14,1.27,1.24,-10.58,-8.36,
FGX,Future Generation Australia,Oct-19,2019,1.13,1.28,1.22,-11.82,-7.72,
FGX,Future Generation Australia,Nov-19,2019,1.2,1.28,1.24,-6.78,-3.85,
FGX,Future Generation Australia,Dec-19,2019,1.17,1.27,1.24,-8.46,-5.76,
FGX,Future Generation Australia,Jan-20,2020,1.16,1.32,1.27,-12.2,-8.78,
FGX,Future Generation Australia,Feb-20,2020,1.08,1.23,1.21,-12.71,-11.46,
FGX,Future Generation Australia,Mar-20,2020,0.87,1,1.05,-13.29,-17.49,
FGX,Future Generation Australia,Apr-20,2020,0.91,1.09,1.09,-17.12,-16.99,
FGX,Future Generation Australia,May-20,2020,0.97,1.13,1.14,-14.7,-15.05,
FGX,Future Generation Australia,Jun-20,2020,0.95,1.15,1.15,-17.17,-17.17,
FGX,Future Generation Australia,Jul-20,2020,1.02,1.18,1.17,-13.39,-13.07,
FGX,Future Generation Australia,Aug-20,2020,1.1,1.25,1.23,-12.12,-10.22,
FGX,Future Generation Australia,Sep-20,2020,1.12,1.23,1.21,-9.3,-7.7,
FGX,Future Generation Australia,Oct-20,2020,1.15,1.25,1.2,-7.9,-3.93,
FGX,Future Generation Australia,Nov-20,2020,1.23,1.3,1.25,-5.6,-1.91,
FGX,Future Generation Australia,Dec-20,2020,1.25,1.32,1.27,-5.53,-1.42,
FGX,Future Generation Australia,Jan-21,2021,1.21,1.34,1.28,-10.06,-5.83,
FGX,Future Generation Australia,Feb-21,2021,1.26,1.36,1.3,-7.84,-3.41,
FGX,Future Generation Australia,Mar-21,2021,1.29,1.38,1.31,-6.3,-1.62,
FGX,Future Generation Australia,Apr-21,2021,1.28,1.44,1.33,-10.99,-3.44,
FGX,Future Generation Australia,May-21,2021,1.33,1.43,1.34,-7.17,-0.76,
FGX,Future Generation Australia,Jun-21,2021,1.38,1.46,1.36,-5.87,0.95,
FGX,Future Generation Australia,Jul-21,2021,1.42,1.49,1.38,-4.48,2.88,
FGX,Future Generation Australia,Aug-21,2021,1.43,1.54,1.43,-7.32,0.1,
FGX,Future Generation Australia,Sep-21,2021,1.46,1.53,1.42,-5.15,2.29,
FGX,Future Generation Australia,Oct-21,2021,1.43,1.55,1.43,-7.71,-0.23,
FGX,Future Generation Australia,Nov-21,2021,1.37,1.53,1.4,-10.88,-2.3,
FGX,Future Generation Australia,Dec-21,2021,1.41,1.52,1.41,-7.59,-0.37,
FGX,Future Generation Australia,Jan-22,2022,1.32,1.43,1.35,-7.58,-1.91,
FGX,Future Generation Australia,Feb-22,2022,1.32,1.4,1.34,-6.32,-1.81,
FGX,Future Generation Australia,Mar-22,2022,1.37,1.47,1.38,-6.61,-0.98,
FGX,Future Generation Australia,Apr-22,2022,1.34,1.45,1.34,-7.94,-0.51,
FGX,Future Generation Australia,May-22,2022,1.28,1.36,1.3,-6.2,-1.87,
FGX,Future Generation Australia,Jun-22,2022,1.14,1.23,1.21,-7.9,-6.23,
FGX,Future Generation Australia,Jul-22,2022,1.2,1.3,1.26,-7.69,-5.1,
FGX,Future Generation Australia,Aug-22,2022,1.19,1.33,1.29,-10.28,-7.67,
FGX,Future Generation Australia,Sep-22,2022,1.16,1.25,1.23,-7.44,-6.39,
FGX,Future Generation Australia,Oct-22,2022,1.17,1.31,1.24,-10.95,-6.15,
FGX,Future Generation Australia,Nov-22,2022,1.18,1.31,1.27,-9.95,-7.18,
FGX,Future Generation Australia,Dec-22,2022,1.16,1.27,1.24,-8.39,-6.48,
FGX,Future Generation Australia,Jan-23,2023,1.2,1.33,1.29,-10.46,-7.23,
